s_m,Lat,Lon,curvature,track_width,lateral_offset,boundary_L_m,boundary_R_m,boundary_L_lat,boundary_L_lon,boundary_R_lat,boundary_R_lon
820.761937,39.232490,-77.971730,-0.001086,14.000000,-0.007941,7.055588,6.944412,39.232516,-77.971805,39.232465,-77.971657
823.955563,39.232517,-77.971715,-0.000916,14.000000,-0.015882,7.111176,6.888824,39.232543,-77.971790,39.232491,-77.971642
827.149189,39.232543,-77.971700,-0.000834,14.000000,-0.023824,7.166765,6.833235,39.232570,-77.971776,39.232517,-77.971628
830.342815,39.232569,-77.971685,-0.001068,14.000000,-0.031765,7.222353,6.777647,39.232596,-77.971761,39.232544,-77.971613
833.536441,39.232596,-77.971669,-0.001090,14.000000,-0.039706,7.277941,6.722059,39.232623,-77.971746,39.232570,-77.971598
836.730068,39.232622,-77.971654,-0.001028,14.000000,-0.047647,7.333529,6.666471,39.232650,-77.971731,39.232596,-77.971583
839.923694,39.232648,-77.971638,-0.001169,14.000000,-0.055588,7.389118,6.610882,39.232676,-77.971716,39.232623,-77.971569
843.117320,39.232674,-77.971622,-0.001223,14.000000,-0.063529,7.444706,6.555294,39.232703,-77.971700,39.232649,-77.971554
846.310946,39.232700,-77.971606,-0.001423,14.000000,-0.071471,7.500294,6.499706,39.232729,-77.971685,39.232675,-77.971538
849.504572,39.232726,-77.971590,-0.001247,14.000000,-0.117529,7.822706,6.177294,39.232757,-77.971672,39.232702,-77.971526
852.698199,39.232752,-77.971574,-0.000851,14.000000,-0.201176,8.408235,5.591765,39.232786,-77.971662,39.232730,-77.971516
855.891825,39.232778,-77.971558,-0.000895,14.000000,-0.321882,9.253176,4.746824,39.232815,-77.971654,39.232759,-77.971508
859.085451,39.232804,-77.971542,-0.000948,14.000000,-0.441000,10.087000,3.913000,39.232845,-77.971646,39.232788,-77.971501
862.279077,39.232830,-77.971525,-0.000691,14.000000,-0.558529,10.909706,3.090294,39.232874,-77.971638,39.232818,-77.971493
865.472703,39.232856,-77.971509,-0.000556,14.000000,-0.636353,11.454471,2.545529,39.232902,-77.971627,39.232846,-77.971482
868.666330,39.232882,-77.971492,-0.000547,14.000000,-0.675000,11.725000,2.275000,39.232929,-77.971614,39.232872,-77.971468
871.859956,39.232907,-77.971475,-0.000229,14.000000,-0.675000,11.725000,2.275000,39.232955,-77.971597,39.232898,-77.971452
875.053582,39.232933,-77.971459,0.000112,14.000000,-0.675000,11.725000,2.275000,39.232981,-77.971580,39.232924,-77.971435
878.247208,39.232959,-77.971442,0.000206,14.000000,-0.675000,11.725000,2.275000,39.233007,-77.971563,39.232950,-77.971418
881.440835,39.232985,-77.971425,0.000199,14.000000,-0.675000,11.725000,2.275000,39.233032,-77.971547,39.232976,-77.971402
884.634461,39.233011,-77.971409,0.000319,14.000000,-0.675000,11.725000,2.275000,39.233058,-77.971530,39.233001,-77.971385
887.828087,39.233037,-77.971392,0.000327,14.000000,-0.675000,11.725000,2.275000,39.233084,-77.971514,39.233027,-77.971369
891.021713,39.233062,-77.971376,0.000359,14.000000,-0.675000,11.725000,2.275000,39.233110,-77.971497,39.233053,-77.971352
894.215339,39.233088,-77.971359,0.000452,14.000000,-0.675000,11.725000,2.275000,39.233135,-77.971481,39.233079,-77.971335
897.408966,39.233114,-77.971343,0.000582,14.000000,-0.675000,11.725000,2.275000,39.233161,-77.971464,39.233105,-77.971319
900.602592,39.233140,-77.971326,0.000579,14.000000,-0.675000,11.725000,2.275000,39.233187,-77.971448,39.233131,-77.971303
903.796218,39.233166,-77.971310,0.000117,14.000000,-0.675000,11.725000,2.275000,39.233213,-77.971432,39.233157,-77.971286
906.989844,39.233192,-77.971294,0.000307,14.000000,-0.675000,11.725000,2.275000,39.233239,-77.971416,39.233183,-77.971270
910.183470,39.233218,-77.971277,0.000794,14.000000,-0.675000,11.725000,2.275000,39.233264,-77.971399,39.233209,-77.971254
913.377097,39.233244,-77.971261,0.000423,14.000000,-0.675000,11.725000,2.275000,39.233290,-77.971383,39.233235,-77.971237
916.570723,39.233270,-77.971245,0.000189,14.000000,-0.675000,11.725000,2.275000,39.233316,-77.971367,39.233261,-77.971221
919.764349,39.233296,-77.971229,0.000498,14.000000,-0.675000,11.725000,2.275000,39.233342,-77.971351,39.233287,-77.971205
922.957975,39.233322,-77.971213,0.000211,14.000000,-0.675000,11.725000,2.275000,39.233368,-77.971335,39.233313,-77.971189
926.151602,39.233348,-77.971197,-0.000450,14.000000,-0.675000,11.725000,2.275000,39.233394,-77.971319,39.233339,-77.971173
929.345228,39.233374,-77.971181,-0.000123,14.000000,-0.675000,11.725000,2.275000,39.233420,-77.971303,39.233365,-77.971157
932.538854,39.233400,-77.971164,0.000369,14.000000,-0.675000,11.725000,2.275000,39.233446,-77.971287,39.233391,-77.971141
935.732480,39.233426,-77.971148,0.000013,14.000000,-0.675000,11.725000,2.275000,39.233472,-77.971271,39.233417,-77.971125
938.926106,39.233452,-77.971132,-0.000011,14.000000,-0.675000,11.725000,2.275000,39.233498,-77.971255,39.233443,-77.971108
942.119733,39.233478,-77.971116,0.000341,14.000000,-0.675000,11.725000,2.275000,39.233524,-77.971239,39.233469,-77.971092
945.313359,39.233504,-77.971100,0.000315,14.000000,-0.675000,11.725000,2.275000,39.233550,-77.971223,39.233495,-77.971076
948.506985,39.233530,-77.971084,0.000535,14.000000,-0.675000,11.725000,2.275000,39.233576,-77.971207,39.233521,-77.971060
951.700611,39.233556,-77.971068,0.000833,14.000000,-0.675000,11.725000,2.275000,39.233602,-77.971191,39.233547,-77.971044
954.894237,39.233582,-77.971052,0.000800,14.000000,-0.674861,11.724029,2.275971,39.233628,-77.971175,39.233573,-77.971028
958.087864,39.233608,-77.971036,0.000841,14.000000,-0.674169,11.719180,2.280820,39.233653,-77.971159,39.233600,-77.971012
961.281490,39.233635,-77.971021,0.000996,14.000000,-0.672232,11.705627,2.294373,39.233679,-77.971144,39.233626,-77.970997
964.475116,39.233661,-77.971005,0.001135,14.000000,-0.668233,11.677628,2.322372,39.233705,-77.971128,39.233652,-77.970981
967.668742,39.233687,-77.970990,0.001172,14.000000,-0.661361,11.629530,2.370470,39.233731,-77.971112,39.233678,-77.970965
970.862368,39.233713,-77.970974,0.001270,14.000000,-0.650968,11.556773,2.443227,39.233756,-77.971096,39.233704,-77.970948
974.055995,39.233740,-77.970959,0.001275,14.000000,-0.636699,11.456893,2.543107,39.233782,-77.971080,39.233730,-77.970932
977.249621,39.233766,-77.970944,0.001679,14.000000,-0.618505,11.329534,2.670466,39.233808,-77.971064,39.233756,-77.970916
980.443247,39.233792,-77.970929,0.001924,14.000000,-0.596498,11.175483,2.824517,39.233833,-77.971048,39.233782,-77.970899
983.636873,39.233819,-77.970914,0.001719,14.000000,-0.570813,10.995688,3.004312,39.233858,-77.971032,39.233808,-77.970882
986.830500,39.233846,-77.970900,0.002217,14.000000,-0.541608,10.791259,3.208741,39.233883,-77.971015,39.233834,-77.970866
990.024126,39.233872,-77.970886,0.002432,14.000000,-0.509065,10.563456,3.436544,39.233909,-77.970999,39.233860,-77.970849
993.217752,39.233899,-77.970872,0.002095,14.000000,-0.473383,10.313682,3.686318,39.233934,-77.970983,39.233887,-77.970832
996.411378,39.233926,-77.970858,0.002413,14.000000,-0.434783,10.043479,3.956521,39.233959,-77.970966,39.233913,-77.970815
999.605004,39.233953,-77.970844,0.002483,14.000000,-0.393502,9.754511,4.245489,39.233984,-77.970950,39.233939,-77.970798
1002.798631,39.233980,-77.970831,0.001786,14.000000,-0.349794,9.448561,4.551439,39.234010,-77.970934,39.233965,-77.970782
1005.992257,39.234007,-77.970818,0.001482,14.000000,-0.303931,9.127515,4.872485,39.234036,-77.970917,39.233991,-77.970765
1009.185883,39.234034,-77.970805,0.001534,14.000000,-0.256193,8.793352,5.206648,39.234061,-77.970901,39.234018,-77.970749
1012.379509,39.234061,-77.970793,0.001851,14.000000,-0.206876,8.448132,5.551868,39.234087,-77.970885,39.234044,-77.970732
1015.573135,39.234088,-77.970780,0.002734,14.000000,-0.156283,8.093984,5.906016,39.234113,-77.970869,39.234070,-77.970716
1018.766762,39.234115,-77.970768,0.003351,14.000000,-0.104727,7.733092,6.266908,39.234138,-77.970853,39.234097,-77.970699
1021.960388,39.234143,-77.970756,0.003064,14.000000,-0.052526,7.367679,6.632321,39.234164,-77.970837,39.234124,-77.970683
1025.154014,39.234170,-77.970745,0.002570,14.000000,0.000000,7.000000,7.000000,39.234190,-77.970822,39.234151,-77.970667
1028.347640,39.234198,-77.970734,0.002620,14.000000,0.052526,6.632321,7.367679,39.234216,-77.970807,39.234178,-77.970652
1031.541267,39.234225,-77.970723,0.003396,14.000000,0.104727,6.266908,7.733092,39.234242,-77.970792,39.234205,-77.970637
1034.734893,39.234253,-77.970712,0.004225,14.000000,0.156283,5.906016,8.093984,39.234268,-77.970778,39.234233,-77.970622
1037.928519,39.234281,-77.970702,0.005066,14.000000,0.207229,5.549399,8.450601,39.234294,-77.970764,39.234261,-77.970608
1041.122145,39.234309,-77.970693,0.006119,14.000000,0.258446,5.190875,8.809125,39.234320,-77.970751,39.234289,-77.970594
1044.315771,39.234337,-77.970684,0.006742,14.000000,0.310996,4.823025,9.176975,39.234347,-77.970739,39.234318,-77.970580
1047.509398,39.234365,-77.970676,0.007638,14.000000,0.365713,4.440007,9.559993,39.234373,-77.970726,39.234348,-77.970568
1050.703024,39.234394,-77.970669,0.008989,14.000000,0.422666,4.041338,9.958662,39.234400,-77.970715,39.234378,-77.970555
1053.896650,39.234422,-77.970663,0.009415,14.000000,0.481428,3.630002,10.369998,39.234427,-77.970705,39.234408,-77.970544
1057.090276,39.234451,-77.970658,0.009239,14.000000,0.540589,3.215879,10.784121,39.234454,-77.970695,39.234439,-77.970534
1060.283902,39.234479,-77.970654,0.009365,14.000000,0.598430,2.810988,11.189012,39.234482,-77.970687,39.234470,-77.970525
1063.477529,39.234508,-77.970651,0.009226,14.000000,0.653341,2.426614,11.573386,39.234510,-77.970680,39.234502,-77.970517
1066.671155,39.234537,-77.970650,0.008854,14.000000,0.704369,2.069418,11.930582,39.234538,-77.970674,39.234534,-77.970512
1069.864781,39.234566,-77.970649,0.008999,14.000000,0.750617,1.745678,12.254322,39.234566,-77.970670,39.234566,-77.970507
1073.058407,39.234595,-77.970650,0.009528,14.000000,0.791264,1.461155,12.538845,39.234595,-77.970667,39.234598,-77.970504
1076.252033,39.234624,-77.970651,0.009358,14.000000,0.825577,1.220959,12.779041,39.234623,-77.970665,39.234631,-77.970503
1079.445660,39.234653,-77.970654,0.008889,14.000000,0.852938,1.029437,12.970563,39.234652,-77.970666,39.234663,-77.970504
1082.639286,39.234681,-77.970658,0.009578,14.000000,0.872846,0.890076,13.109924,39.234680,-77.970668,39.234695,-77.970507
1085.832912,39.234710,-77.970663,0.010611,14.000000,0.884940,0.805423,13.194577,39.234709,-77.970672,39.234728,-77.970511
1089.026538,39.234738,-77.970669,0.010973,14.000000,0.888995,0.777032,13.222968,39.234737,-77.970678,39.234760,-77.970518
1092.220165,39.234767,-77.970676,0.010797,14.000000,0.884940,0.805423,13.194577,39.234765,-77.970685,39.234793,-77.970527
1095.413791,39.234795,-77.970685,0.010419,14.000000,0.872846,0.890076,13.109924,39.234793,-77.970695,39.234824,-77.970538
1098.607417,39.234823,-77.970695,0.009555,14.000000,0.852938,1.029437,12.970563,39.234820,-77.970706,39.234856,-77.970550
1101.801043,39.234850,-77.970706,0.008490,14.000000,0.825577,1.220959,12.779041,39.234847,-77.970719,39.234886,-77.970565
1104.994669,39.234878,-77.970718,0.008047,14.000000,0.791264,1.461155,12.538845,39.234873,-77.970733,39.234915,-77.970580
1108.188296,39.234905,-77.970730,0.007481,14.000000,0.750617,1.745678,12.254322,39.234899,-77.970749,39.234944,-77.970598
1111.381922,39.234932,-77.970744,0.007387,14.000000,0.704369,2.069418,11.930582,39.234925,-77.970766,39.234972,-77.970616
1114.575548,39.234958,-77.970758,0.008323,14.000000,0.653341,2.426614,11.573386,39.234949,-77.970784,39.235000,-77.970635
1117.769174,39.234985,-77.970774,0.008918,14.000000,0.598430,2.810988,11.189012,39.234974,-77.970803,39.235028,-77.970656
1120.962800,39.235011,-77.970790,0.008872,14.000000,0.544722,3.186946,10.813054,39.234998,-77.970823,39.235055,-77.970678
1124.156427,39.235036,-77.970807,0.008543,14.000000,0.501402,3.490186,10.509814,39.235021,-77.970843,39.235081,-77.970700
1127.350053,39.235061,-77.970825,0.008677,14.000000,0.477473,3.657691,10.342309,39.235045,-77.970862,39.235108,-77.970721
1130.543679,39.235086,-77.970844,0.008828,14.000000,0.477473,3.657691,10.342309,39.235069,-77.970880,39.235135,-77.970742
1133.737305,39.235110,-77.970864,0.008386,14.000000,0.501402,3.490186,10.509814,39.235093,-77.970898,39.235163,-77.970762
1136.930932,39.235134,-77.970885,0.007955,14.000000,0.544722,3.186946,10.813054,39.235118,-77.970915,39.235190,-77.970782
1140.124558,39.235158,-77.970906,0.007532,14.000000,0.598430,2.810988,11.189012,39.235143,-77.970933,39.235218,-77.970801
1143.318184,39.235181,-77.970928,0.006900,14.000000,0.653341,2.426614,11.573386,39.235168,-77.970951,39.235245,-77.970822
1146.511810,39.235204,-77.970951,0.005750,14.000000,0.704369,2.069418,11.930582,39.235192,-77.970970,39.235271,-77.970843
1149.705436,39.235226,-77.970975,0.004680,14.000000,0.750617,1.745678,12.254322,39.235216,-77.970990,39.235297,-77.970865
1152.899063,39.235248,-77.970999,0.004050,14.000000,0.791264,1.461155,12.538845,39.235240,-77.971011,39.235322,-77.970888
1156.092689,39.235270,-77.971023,0.004194,14.000000,0.825577,1.220959,12.779041,39.235263,-77.971033,39.235346,-77.970911
1159.286315,39.235292,-77.971047,0.005160,14.000000,0.852938,1.029437,12.970563,39.235286,-77.971056,39.235370,-77.970935
1162.479941,39.235313,-77.971072,0.006005,14.000000,0.872846,0.890076,13.109924,39.235308,-77.971080,39.235394,-77.970961
1165.673567,39.235334,-77.971098,0.006652,14.000000,0.884940,0.805423,13.194577,39.235329,-77.971104,39.235417,-77.970988
1168.867194,39.235355,-77.971124,0.007111,14.000000,0.888995,0.777032,13.222968,39.235350,-77.971130,39.235440,-77.971016
1172.060820,39.235375,-77.971150,0.007041,14.000000,0.884940,0.805423,13.194577,39.235369,-77.971157,39.235462,-77.971045
1175.254446,39.235394,-77.971178,0.006358,14.000000,0.872846,0.890076,13.109924,39.235388,-77.971185,39.235482,-77.971076
1178.448072,39.235413,-77.971205,0.004863,14.000000,0.852938,1.029437,12.970563,39.235406,-77.971213,39.235502,-77.971107
1181.641698,39.235432,-77.971234,0.003171,14.000000,0.825577,1.220959,12.779041,39.235424,-77.971243,39.235520,-77.971138
1184.835325,39.235451,-77.971262,0.002217,14.000000,0.791264,1.461155,12.538845,39.235441,-77.971273,39.235538,-77.971169
1188.028951,39.235469,-77.971291,0.001296,14.000000,0.750617,1.745678,12.254322,39.235457,-77.971303,39.235555,-77.971200
1191.222577,39.235488,-77.971319,0.000370,14.000000,0.704369,2.069418,11.930582,39.235473,-77.971334,39.235571,-77.971231
1194.416203,39.235506,-77.971348,-0.000578,14.000000,0.653341,2.426614,11.573386,39.235489,-77.971366,39.235587,-77.971263
1197.609830,39.235524,-77.971376,-0.001724,14.000000,0.598430,2.810988,11.189012,39.235505,-77.971397,39.235602,-77.971294
1200.803456,39.235543,-77.971405,-0.002097,14.000000,0.540589,3.215879,10.784121,39.235520,-77.971429,39.235617,-77.971325
1203.997082,39.235561,-77.971433,-0.001679,14.000000,0.481428,3.630002,10.369998,39.235536,-77.971460,39.235633,-77.971355
1207.190708,39.235580,-77.971461,-0.001327,14.000000,0.422666,4.041338,9.958662,39.235552,-77.971492,39.235648,-77.971386
1210.384334,39.235599,-77.971490,-0.001439,14.000000,0.365713,4.440007,9.559993,39.235568,-77.971523,39.235664,-77.971417
1213.577961,39.235618,-77.971518,-0.001849,14.000000,0.310996,4.823025,9.176975,39.235585,-77.971554,39.235680,-77.971448
1216.771587,39.235637,-77.971545,-0.001694,14.000000,0.258446,5.190875,8.809125,39.235602,-77.971585,39.235696,-77.971478
1219.965213,39.235656,-77.971573,-0.001465,14.000000,0.207229,5.549399,8.450601,39.235618,-77.971616,39.235713,-77.971508
1223.158839,39.235675,-77.971601,-0.002376,14.000000,0.156283,5.906016,8.093984,39.235635,-77.971647,39.235730,-77.971538
1226.352465,39.235695,-77.971628,-0.002954,14.000000,0.104727,6.266908,7.733092,39.235653,-77.971677,39.235746,-77.971567
1229.546092,39.235714,-77.971655,-0.002600,14.000000,0.052526,6.632321,7.367679,39.235670,-77.971708,39.235763,-77.971597
1232.739718,39.235734,-77.971682,-0.002808,14.000000,0.000000,7.000000,7.000000,39.235688,-77.971738,39.235780,-77.971626
1235.933344,39.235754,-77.971709,-0.003168,14.000000,-0.052526,7.367679,6.632321,39.235706,-77.971768,39.235797,-77.971655
1239.126970,39.235774,-77.971735,-0.003010,14.000000,-0.104727,7.733092,6.266908,39.235725,-77.971798,39.235815,-77.971684
1242.320597,39.235795,-77.971762,-0.002939,14.000000,-0.156283,8.093984,5.906016,39.235743,-77.971828,39.235832,-77.971713
1245.514223,39.235815,-77.971788,-0.002830,14.000000,-0.206876,8.448132,5.551868,39.235762,-77.971858,39.235850,-77.971741
1248.707849,39.235836,-77.971813,-0.002912,14.000000,-0.256193,8.793352,5.206648,39.235781,-77.971887,39.235869,-77.971770
1251.901475,39.235857,-77.971839,-0.003425,14.000000,-0.303931,9.127515,4.872485,39.235801,-77.971916,39.235887,-77.971798
1255.095101,39.235878,-77.971864,-0.002930,14.000000,-0.349794,9.448561,4.551439,39.235820,-77.971945,39.235906,-77.971825
1258.288728,39.235900,-77.971889,-0.001851,14.000000,-0.393502,9.754511,4.245489,39.235840,-77.971973,39.235925,-77.971852
1261.482354,39.235921,-77.971914,-0.001584,14.000000,-0.434783,10.043479,3.956521,39.235860,-77.972000,39.235945,-77.971879
1264.675980,39.235943,-77.971938,-0.001558,14.000000,-0.473383,10.313682,3.686318,39.235881,-77.972028,39.235965,-77.971906
1267.869606,39.235964,-77.971963,-0.001892,14.000000,-0.509065,10.563456,3.436544,39.235901,-77.972055,39.235985,-77.971933
1271.063232,39.235986,-77.971987,-0.002203,14.000000,-0.541608,10.791259,3.208741,39.235922,-77.972082,39.236005,-77.971959
1274.256859,39.236008,-77.972011,-0.001944,14.000000,-0.570813,10.995688,3.004312,39.235944,-77.972108,39.236026,-77.971985
1277.450485,39.236030,-77.972035,-0.001572,14.000000,-0.596498,11.175483,2.824517,39.235965,-77.972134,39.236047,-77.972010
1280.644111,39.236052,-77.972059,-0.001289,14.000000,-0.618505,11.329534,2.670466,39.235987,-77.972160,39.236068,-77.972035
1283.837737,39.236074,-77.972083,-0.001160,14.000000,-0.636699,11.456893,2.543107,39.236008,-77.972185,39.236089,-77.972060
1287.031363,39.236097,-77.972106,-0.000839,14.000000,-0.650968,11.556773,2.443227,39.236030,-77.972210,39.236111,-77.972084
1290.224990,39.236119,-77.972130,-0.000584,14.000000,-0.661361,11.629530,2.370470,39.236052,-77.972234,39.236133,-77.972108
1293.418616,39.236141,-77.972153,-0.000296,14.000000,-0.633233,11.432628,2.567372,39.236076,-77.972256,39.236156,-77.972130
1296.612242,39.236164,-77.972177,0.000302,14.000000,-0.566399,10.964794,3.035206,39.236101,-77.972275,39.236181,-77.972149
1299.805868,39.236186,-77.972200,0.000645,14.000000,-0.460835,10.225846,3.774154,39.236128,-77.972292,39.236208,-77.972166
1302.999495,39.236209,-77.972224,0.000863,14.000000,-0.351528,9.460696,4.539304,39.236154,-77.972308,39.236235,-77.972183
1306.193121,39.236231,-77.972247,0.001493,14.000000,-0.239167,8.674167,5.325833,39.236181,-77.972325,39.236262,-77.972200
1309.386747,39.236253,-77.972271,0.002116,14.000000,-0.159167,8.114167,5.885833,39.236206,-77.972343,39.236287,-77.972219
1312.580373,39.236275,-77.972295,0.002095,14.000000,-0.112500,7.787500,6.212500,39.236229,-77.972364,39.236311,-77.972240
1315.773999,39.236297,-77.972319,0.001800,14.000000,-0.100000,7.700000,6.300000,39.236251,-77.972386,39.236334,-77.972264
1318.967626,39.236319,-77.972343,0.001306,14.000000,-0.087500,7.612500,6.387500,39.236274,-77.972410,39.236357,-77.972287
1322.161252,39.236341,-77.972368,0.001000,14.000000,-0.075000,7.525000,6.475000,39.236296,-77.972433,39.236379,-77.972311
1325.354878,39.236362,-77.972392,0.000951,14.000000,-0.062500,7.437500,6.562500,39.236318,-77.972457,39.236402,-77.972335
1328.548504,39.236384,-77.972417,0.000537,14.000000,-0.050000,7.350000,6.650000,39.236340,-77.972480,39.236424,-77.972359
1331.742130,39.236405,-77.972441,0.000364,14.000000,-0.037500,7.262500,6.737500,39.236362,-77.972504,39.236446,-77.972383
1334.935757,39.236427,-77.972466,0.000588,14.000000,-0.025000,7.175000,6.825000,39.236384,-77.972528,39.236468,-77.972407
1338.129383,39.236449,-77.972491,0.000546,14.000000,-0.012500,7.087500,6.912500,39.236406,-77.972552,39.236490,-77.972431
1341.323009,39.236470,-77.972515,0.000215,14.000000,0.000000,7.000000,7.000000,39.236428,-77.972576,39.236512,-77.972455
1344.516635,39.236491,-77.972540,0.000192,14.000000,0.012500,6.912500,7.087500,39.236450,-77.972600,39.236534,-77.972479
1347.710262,39.236513,-77.972565,0.000558,14.000000,0.025000,6.825000,7.175000,39.236472,-77.972624,39.236556,-77.972503
1350.903888,39.236534,-77.972590,0.000651,14.000000,0.037500,6.737500,7.262500,39.236494,-77.972648,39.236579,-77.972527
1354.097514,39.236556,-77.972615,0.000362,14.000000,0.050000,6.650000,7.350000,39.236515,-77.972672,39.236601,-77.972551
1357.291140,39.236577,-77.972639,0.000174,14.000000,0.062500,6.562500,7.437500,39.236537,-77.972696,39.236622,-77.972576
1360.484766,39.236599,-77.972664,0.000216,14.000000,0.075000,6.475000,7.525000,39.236559,-77.972720,39.236644,-77.972600
1363.678393,39.236620,-77.972689,0.000342,14.000000,0.087500,6.387500,7.612500,39.236581,-77.972744,39.236666,-77.972624
1366.872019,39.236641,-77.972714,0.000325,14.000000,0.100000,6.300000,7.700000,39.236603,-77.972768,39.236688,-77.972648
1370.065645,39.236663,-77.972739,0.000397,14.000000,0.112500,6.212500,7.787500,39.236625,-77.972792,39.236710,-77.972673
1373.259271,39.236684,-77.972764,0.000753,14.000000,0.125000,6.125000,7.875000,39.236646,-77.972817,39.236732,-77.972697
1376.452897,39.236705,-77.972789,0.000733,14.000000,0.137500,6.037500,7.962500,39.236668,-77.972841,39.236754,-77.972722
1379.646524,39.236726,-77.972815,0.000520,14.000000,0.149961,5.950270,8.049730,39.236690,-77.972865,39.236776,-77.972746
1382.840150,39.236747,-77.972840,0.000614,14.000000,0.162259,5.864189,8.135811,39.236711,-77.972890,39.236798,-77.972771
1386.033776,39.236769,-77.972865,0.000866,14.000000,0.174165,5.780847,8.219153,39.236733,-77.972914,39.236819,-77.972795
1389.227402,39.236790,-77.972890,0.001307,14.000000,0.185375,5.702375,8.297625,39.236754,-77.972939,39.236841,-77.972820
1392.421028,39.236811,-77.972916,0.001213,14.000000,0.195544,5.631191,8.368809,39.236776,-77.972963,39.236863,-77.972846
1395.614655,39.236832,-77.972941,0.000548,14.000000,0.204327,5.569713,8.430287,39.236797,-77.972988,39.236884,-77.972871
1398.808281,39.236852,-77.972967,0.000536,14.000000,0.211429,5.519999,8.480001,39.236818,-77.973013,39.236905,-77.972896
1402.001907,39.236873,-77.972993,0.000527,14.000000,0.216626,5.483617,8.516383,39.236839,-77.973038,39.236927,-77.972922
1405.195533,39.236894,-77.973018,-0.000068,14.000000,0.219744,5.461795,8.538205,39.236860,-77.973064,39.236948,-77.972947
1408.389160,39.236915,-77.973044,-0.000280,14.000000,0.220623,5.455639,8.544361,39.236881,-77.973090,39.236968,-77.972973
1411.582786,39.236936,-77.973070,-0.000362,14.000000,0.219126,5.466121,8.533879,39.236901,-77.973115,39.236989,-77.972998
1414.776412,39.236957,-77.973095,-0.000507,14.000000,0.215134,5.494063,8.505937,39.236922,-77.973141,39.237010,-77.973024
1417.970038,39.236977,-77.973121,-0.000406,14.000000,0.208552,5.540134,8.459866,39.236943,-77.973167,39.237030,-77.973050
1421.163664,39.236998,-77.973147,-0.000563,14.000000,0.199309,5.604834,8.395166,39.236963,-77.973194,39.237051,-77.973076
1424.357291,39.237019,-77.973172,-0.000866,14.000000,0.187208,5.689545,8.310455,39.236984,-77.973220,39.237071,-77.973102
1427.550917,39.237040,-77.973198,-0.001661,14.000000,0.172140,5.795022,8.204978,39.237004,-77.973246,39.237091,-77.973128
1430.744543,39.237061,-77.973223,-0.002571,14.000000,0.154085,5.921405,8.078595,39.237025,-77.973273,39.237111,-77.973154
1433.938169,39.237083,-77.973248,-0.002708,14.000000,0.133261,6.067175,7.932825,39.237046,-77.973300,39.237131,-77.973180
1437.131795,39.237104,-77.973273,-0.002572,14.000000,0.109903,6.230678,7.769322,39.237066,-77.973327,39.237151,-77.973206
1440.325422,39.237126,-77.973297,-0.002401,14.000000,0.084416,6.409090,7.590910,39.237087,-77.973353,39.237171,-77.973231
1443.519048,39.237147,-77.973322,-0.002587,14.000000,0.057151,6.599941,7.400059,39.237108,-77.973380,39.237191,-77.973257
1446.712674,39.237169,-77.973346,-0.002890,14.000000,0.028410,6.801130,7.198870,39.237129,-77.973406,39.237212,-77.973282
1449.906300,39.237191,-77.973370,-0.002732,14.000000,-0.001712,7.011985,6.988015,39.237151,-77.973432,39.237232,-77.973308
1453.099927,39.237214,-77.973393,-0.002379,14.000000,-0.033110,7.231769,6.768231,39.237172,-77.973458,39.237253,-77.973333
1456.293553,39.237236,-77.973417,-0.002525,14.000000,-0.065669,7.459680,6.540320,39.237193,-77.973484,39.237273,-77.973358
1459.487179,39.237258,-77.973440,-0.003151,14.000000,-0.099265,7.694856,6.305144,39.237215,-77.973510,39.237294,-77.973383
1462.680805,39.237281,-77.973463,-0.004003,14.000000,-0.134008,7.938057,6.061943,39.237237,-77.973536,39.237315,-77.973408
1465.874431,39.237304,-77.973486,-0.004386,14.000000,-0.170600,8.194200,5.805800,39.237259,-77.973561,39.237336,-77.973432
1469.068058,39.237327,-77.973508,-0.003849,14.000000,-0.209899,8.469293,5.530707,39.237282,-77.973587,39.237357,-77.973456
1472.261684,39.237351,-77.973529,-0.003695,14.000000,-0.252655,8.768584,5.231416,39.237304,-77.973612,39.237378,-77.973480
1475.455310,39.237374,-77.973551,-0.003916,14.000000,-0.299119,9.093832,4.906168,39.237327,-77.973637,39.237400,-77.973504
1478.648936,39.237398,-77.973572,-0.004017,14.000000,-0.349210,9.444472,4.555528,39.237350,-77.973662,39.237421,-77.973528
1481.842562,39.237422,-77.973593,-0.004234,14.000000,-0.402144,9.815009,4.184991,39.237373,-77.973687,39.237443,-77.973552
1485.036189,39.237446,-77.973613,-0.004296,14.000000,-0.456862,10.198032,3.801968,39.237396,-77.973712,39.237465,-77.973576
1488.229815,39.237471,-77.973633,-0.004271,14.000000,-0.512289,10.586021,3.413979,39.237420,-77.973737,39.237487,-77.973599
1491.423441,39.237495,-77.973652,-0.004079,14.000000,-0.567722,10.974051,3.025949,39.237444,-77.973761,39.237509,-77.973622
1494.617067,39.237520,-77.973671,-0.003717,14.000000,-0.622419,11.356935,2.643065,39.237468,-77.973784,39.237532,-77.973644
1497.810693,39.237545,-77.973689,-0.003922,14.000000,-0.675616,11.729309,2.270691,39.237492,-77.973807,39.237555,-77.973667
1501.004320,39.237570,-77.973708,-0.004983,14.000000,-0.726530,12.085711,1.914289,39.237517,-77.973830,39.237579,-77.973688
1504.197946,39.237596,-77.973725,-0.006458,14.000000,-0.774382,12.420672,1.579328,39.237543,-77.973853,39.237602,-77.973709
